precipitation,temp_min,wind,weather,year,month,day
0.0,-0.6442117501048225,1.0149797489499173,0,2012,1,1
0.1949910554561718,-1.08234662255233,0.8758331398464332,2,2012,1,2
0.014311270125223617,-0.20607687765731497,-0.6547795602918909,2,2012,1,3
0.36314847942754924,-0.5247204212555023,1.0149797489499173,2,2012,1,4
0.023255813953488375,-1.08234662255233,1.9890060126743048,2,2012,1,5
0.0447227191413238,-1.2018379514016502,-0.7243528648436326,2,2012,1,6
0.0,-1.08234662255233,-0.6547795602918909,2,2012,1,7
0.0,-1.08234662255233,-0.8634994739471167,4,2012,1,8
0.07692307692307693,-0.6442117501048225,0.11052678977727112,2,2012,1,9
0.01788908765652952,-1.5204814949998378,0.11052678977727112,2,2012,1,10
0.0,-1.8590402600729115,1.2932729671568848,4,2012,1,11
0.0,-1.9785315889222317,-0.9330727784988588,4,2012,1,12
0.0,-2.1975990251459856,-1.3505126058093109,4,2012,1,13
0.07334525939177103,-1.5204814949998378,1.4324195762603689,3,2012,1,14
0.09481216457960646,-2.2971751325204193,-0.028619819326212683,3,2012,1,15
0.0447227191413238,-2.1975990251459856,1.223699662605143,3,2012,1,16
0.1449016100178891,-1.6399728238491578,1.6411394899155947,3,2012,1,17
0.3542039355992845,-2.1975990251459856,1.223699662605143,3,2012,1,18
0.27191413237924866,-2.1975990251459856,-1.1417926921540849,3,2012,1,19
0.24150268336314853,-1.8590402600729115,-0.6547795602918909,3,2012,1,20
0.05366726296958856,-0.9827705151778965,3.4500454082608862,2,2012,1,21
0.10912343470483007,-1.2018379514016502,1.084553053501659,2,2012,1,22
0.0,-1.420905387625404,0.24967339888075524,2,2012,1,23
0.15384615384615385,-1.2018379514016502,1.2932729671568848,2,2012,1,24
0.1449016100178891,-0.7637030789541427,1.5019928808121112,2,2012,1,25
0.08586762075134169,-1.420905387625404,1.084553053501659,2,2012,1,26
0.0,-2.078107696296665,-1.280939301257569,0,2012,1,27
0.0,-1.5204814949998378,-0.7243528648436326,2,2012,1,28
0.4955277280858677,-0.8632791863285763,0.8758331398464332,2,2012,1,29
0.06440071556350628,-0.4251443138810688,1.2932729671568848,2,2012,1,30
0.03220035778175314,-0.4251443138810688,0.45839331253598115,2,2012,1,31
0.24150268336314853,-0.9827705151778965,-0.37648634208492265,2,2012,2,1
0.0,-1.3014140587760836,-0.4460596466366647,4,2012,2,2
0.0,-1.2018379514016502,1.4324195762603689,4,2012,2,3
0.0,-0.6442117501048225,0.7366865307429491,4,2012,2,4
0.0,-1.3014140587760836,-0.23733973298143887,4,2012,2,5
0.0,-1.3014140587760836,1.223699662605143,4,2012,2,6
0.0053667262969588556,-0.0865855488079948,1.4324195762603689,2,2012,2,7
0.050089445438282656,-0.6442117501048225,-0.37648634208492265,2,2012,2,8
0.0447227191413238,-0.0865855488079948,-0.5852062557401488,2,2012,2,9
0.0447227191413238,-0.3056529850317485,-0.1677664284296968,2,2012,2,10
0.014311270125223617,-0.5247204212555023,0.11052678977727112,2,2012,2,11
0.01788908765652952,-0.6442117501048225,-1.3505126058093109,2,2012,2,12
0.20393559928443655,-0.7637030789541427,-1.280939301257569,2,2012,2,13
0.0447227191413238,-1.420905387625404,-0.09819312387795474,2,2012,2,14
0.0,-1.5204814949998378,-1.0026460830506008,0,2012,2,15
0.03220035778175314,-0.9827705151778965,-0.7939261693953746,2,2012,2,16
0.3094812164579607,-0.7637030789541427,0.11052678977727112,2,2012,2,17
0.11449016100178894,-0.8632791863285763,3.3804721037091445,2,2012,2,18
0.0,-1.2018379514016502,1.0149797489499173,4,2012,2,19
0.05366726296958856,-1.3014140587760836,-0.23733973298143887,2,2012,2,20
0.014311270125223617,-0.0865855488079948,2.963032276398693,2,2012,2,21
0.15384615384615385,-1.08234662255233,1.8498594035708211,2,2012,2,22
0.0,-1.08234662255233,0.45839331253598115,4,2012,2,23
0.20393559928443655,-0.7637030789541427,0.18010009432901317,2,2012,2,24
0.0,-1.08234662255233,2.197725926329531,2,2012,2,25
0.023255813953488375,-1.8590402600729115,0.11052678977727112,3,2012,2,26
0.0,-2.078107696296665,-0.1677664284296968,4,2012,2,27
0.06440071556350628,-1.759464152698478,0.6671132261912073,3,2012,2,28
0.014311270125223617,-1.420905387625404,2.615165753639983,3,2012,2,29
0.0,-1.420905387625404,-0.09819312387795474,4,2012,3,1
0.03577817531305904,-0.8632791863285763,1.2932729671568848,2,2012,3,2
0.0,-0.3056529850317485,2.615165753639983,4,2012,3,3
0.0,-0.3056529850317485,1.6411394899155947,2,2012,3,4
0.1234347048300537,-1.420905387625404,2.058579317226047,2,2012,3,5
0.00894454382826476,-1.6399728238491578,-0.37648634208492265,3,2012,3,6
0.0,-1.9785315889222317,-0.37648634208492265,4,2012,3,7
0.0,-1.5204814949998378,-0.5156329511884068,4,2012,3,8
0.06440071556350628,-0.6442117501048225,-0.3069130375331809,2,2012,3,9
0.186046511627907,-0.4251443138810688,0.11052678977727112,2,2012,3,10
0.2450805008944544,-1.08234662255233,1.780286099019079,2,2012,3,11
0.3452593917710197,-1.5204814949998378,2.058579317226047,3,2012,3,12
0.16815742397137748,-1.5204814949998378,1.4324195762603689,3,2012,3,13
0.15384615384615385,-1.420905387625404,1.0149797489499173,2,2012,3,14
0.42754919499105554,-0.5247204212555023,1.780286099019079,3,2012,3,15
0.15026833631484798,-0.8632791863285763,1.2932729671568848,2,2012,3,16
0.16815742397137748,-1.5204814949998378,0.38882000798423905,3,2012,3,17
0.06440071556350628,-1.759464152698478,-0.37648634208492265,2,2012,3,18
0.03577817531305904,-1.8590402600729115,-0.1677664284296968,2,2012,3,19
0.06440071556350628,-1.2018379514016502,2.197725926329531,2,2012,3,20
0.023255813953488375,-1.420905387625404,-0.5156329511884068,2,2012,3,21
0.07334525939177103,-1.3014140587760836,-0.7939261693953746,2,2012,3,22
0.0,-1.5204814949998378,-0.3069130375331809,4,2012,3,23
0.0,-0.9827705151778965,1.3628462717086272,4,2012,3,24
0.0,-1.2018379514016502,-0.37648634208492265,2,2012,3,25
